1,0.4,0.22,3.7,1,3.6976562500000001
11,0.16,0.11,1.55,28,1.5548437500000001
21,0.13,0.1,1.55,31,1.5492187500000001
31,0.12,0.09,1.64,31,1.6392187499999999
41,0.11,0.1,1.51,35,1.5093749999999999
51,0.1,0.1,3.68,29,3.680625
61,0.1,0.09,3.58,31,3.5771875
71,0.09,0.1,3.78,34,3.78171875
81,0.09,0.09,3.74,31,3.7446874999999999
91,0.07,0.11,3.76,29,3.7579687499999999
101,0.08,0.1,3.3,36,3.3001562500000001
111,0.06,0.12,3.71,26,3.7082812500000002
121,0.07,0.11,3.27,38,3.2681249999999999
131,0.06,0.12,3.74,30,3.7376562500000001
141,0.05,0.13,3.66,28,3.6646874999999999
151,0.04,0.15,3.8,29,3.7951562499999998
161,0.04,0.14,3.75,31,3.7476562499999999
171,0.03,0.16,3.73,29,3.7259375000000001
181,0.03,0.16,3.67,32,3.6681249999999999
191,0.03,0.17,3.68,31,3.6759374999999999
