1,0.41,0.26,3.37,1,3.3742187499999998
11,0.22,0.23,3.76,5,3.7632812499999999
21,0.2,0.24,3.27,8,3.2681249999999999
31,0.18,0.2,3.32,14,3.32328125
41,0.18,0.18,3.41,32,3.4093749999999998
51,0.17,0.21,3.83,30,3.8332812500000002
61,0.17,0.18,3.24,31,3.23734375
71,0.17,0.19,3.7,31,3.6996875
81,0.17,0.17,3.12,46,3.1153124999999999
91,0.17,0.18,3.24,34,3.243671875
101,0.17,0.19,3.4,39,3.3959375000000001
111,0.16,0.17,3.33,44,3.3250000000000002
121,0.16,0.19,3.31,39,3.3096874999999999
131,0.16,0.17,3.11,61,3.1126562500000001
141,0.16,0.19,3.38,46,3.3753906250000001
151,0.16,0.18,3.31,57,3.3146093749999999
161,0.17,0.18,3.12,44,3.1231249999999999
171,0.16,0.18,3.12,60,3.1185937500000001
181,0.16,0.2,3.27,52,3.2735937499999999
191,0.16,0.17,3.07,60,3.0744531249999998
