1,0.43,0.27,3.66,3,3.6642187499999999
11,0.21,0.23,3.76,1,3.7589062499999999
21,0.19,0.21,3.35,9,3.3501562499999999
31,0.19,0.2,3.32,10,3.3185937499999998
41,0.18,0.19,3.21,26,3.2064062500000001
51,0.18,0.19,3.65,37,3.6456249999999999
61,0.17,0.2,3.36,43,3.3603125
71,0.16,0.26,3.44,41,3.4425781249999998
81,0.16,0.18,3.21,50,3.2146875000000001
91,0.16,0.18,3.68,45,3.6788281249999999
101,0.16,0.17,3.13,46,3.1280468749999999
111,0.15,0.19,3.2,52,3.2006250000000001
121,0.15,0.18,3.24,59,3.2414843750000002
131,0.15,0.17,3.65,43,3.6541406250000001
141,0.14,0.2,3.3,54,3.3003125
151,0.14,0.22,3.17,66,3.1651562499999999
161,0.14,0.2,3.24,65,3.2433593749999998
171,0.14,0.17,3.26,64,3.2614843750000002
181,0.14,0.2,3.16,68,3.1624218750000002
191,0.14,0.18,3.11,71,3.11375
