1,0.45,0.25,3.76,1,3.7589062499999999
11,0.2,0.21,3.32,11,3.316875
21,0.18,0.19,3.33,19,3.3268749999999998
31,0.17,0.2,3.28,42,3.2835937500000001
41,0.16,0.17,3.24,53,3.2445312500000001
51,0.16,0.18,3.08,50,3.0790625
61,0.15,0.17,3.39,55,3.3933593750000002
71,0.15,0.2,3.38,55,3.3781249999999998
81,0.15,0.16,3.14,70,3.1437499999999998
91,0.14,0.16,3.28,65,3.275390625
101,0.14,0.17,3.42,56,3.42484375
111,0.13,0.2,3.35,57,3.3534375000000001
121,0.13,0.19,3.27,63,3.2714062500000001
131,0.13,0.17,3.32,65,3.3240625000000001
141,0.13,0.17,3.36,66,3.3585937499999998
151,0.12,0.19,3.36,62,3.355
161,0.12,0.19,3.38,59,3.3842187500000001
171,0.12,0.18,3.51,60,3.506328125
181,0.12,0.18,3.47,58,3.46875
191,0.12,0.2,3.44,58,3.4384375
