epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.69,0.66,4.21,0.56,1.56,3.75,1.48,3.75
2,4.19,0.54,2.49,0.33,1.44,3.81,1.43,3.82
3,3.16,0.48,2.6,0.35,1.55,3.64,1.52,3.64
4,2.95,0.44,2.4,0.39,1.67,3.86,1.69,3.88
5,2.79,0.43,1.93,0.34,1.51,3.89,1.49,3.9
6,2.68,0.42,1.92,0.32,1.45,3.9,1.41,3.88
7,2.54,0.41,1.82,0.3,1.36,3.79,1.36,3.77
8,2.46,0.4,1.79,0.29,1.38,3.83,1.35,3.8
9,2.42,0.39,1.78,0.28,1.54,3.98,1.54,3.98
10,2.39,0.39,1.78,0.27,1.51,3.96,1.49,3.95
11,2.36,0.38,1.75,0.27,1.41,3.86,1.36,3.87
12,2.34,0.38,1.75,0.27,1.37,3.86,1.35,3.84
13,2.34,0.38,1.7,0.27,1.4,3.86,1.35,3.86
14,2.31,0.37,1.69,0.27,1.45,3.86,1.4,3.85
15,2.29,0.37,1.68,0.26,1.43,3.85,1.38,3.84
16,2.27,0.37,1.67,0.26,1.42,3.83,1.36,3.81
17,2.26,0.37,1.67,0.26,1.4,3.83,1.36,3.8
18,2.25,0.36,1.66,0.26,1.39,3.82,1.35,3.81
19,2.23,0.36,1.65,0.26,1.42,3.82,1.38,3.8
20,2.22,0.36,1.64,0.26,1.43,3.83,1.38,3.81
21,2.21,0.36,1.62,0.26,1.43,3.84,1.4,3.84
22,2.2,0.36,1.63,0.25,1.39,3.82,1.34,3.8
23,2.19,0.36,1.61,0.26,1.43,3.84,1.4,3.85
24,2.18,0.35,1.6,0.25,1.36,3.81,1.33,3.8
25,2.17,0.35,1.59,0.25,1.41,3.82,1.37,3.82
26,2.16,0.35,1.58,0.25,1.37,3.83,1.32,3.8
27,2.14,0.35,1.57,0.25,1.38,3.82,1.32,3.82
28,2.14,0.35,1.56,0.25,1.36,3.8,1.33,3.81
29,2.13,0.35,1.55,0.25,1.35,3.77,1.32,3.76
30,2.12,0.35,1.55,0.25,1.37,3.81,1.29,3.82
31,2.11,0.35,1.53,0.25,1.32,3.76,1.27,3.76
32,2.1,0.35,1.55,0.25,1.33,3.77,1.28,3.75
33,2.1,0.35,1.54,0.25,1.32,3.76,1.26,3.74
34,2.09,0.35,1.52,0.25,1.33,3.76,1.26,3.75
35,2.08,0.34,1.51,0.25,1.32,3.76,1.24,3.74
36,2.08,0.34,1.51,0.25,1.32,3.74,1.26,3.74
37,2.07,0.34,1.51,0.24,1.31,3.75,1.25,3.73
38,2.06,0.34,1.5,0.25,1.3,3.74,1.24,3.7
39,2.05,0.34,1.51,0.24,1.33,3.75,1.26,3.73
40,2.05,0.34,1.5,0.24,1.32,3.76,1.24,3.75
41,2.04,0.34,1.5,0.24,1.31,3.72,1.22,3.69
42,2.03,0.34,1.49,0.25,1.29,3.74,1.23,3.71
43,2.03,0.34,1.48,0.24,1.32,3.75,1.24,3.75
44,2.02,0.34,1.48,0.24,1.31,3.76,1.24,3.73
45,2.01,0.34,1.49,0.24,1.29,3.73,1.22,3.72
46,2.01,0.34,1.47,0.24,1.31,3.76,1.26,3.75
47,2.0,0.34,1.48,0.24,1.29,3.76,1.22,3.75
48,2.0,0.34,1.48,0.24,1.29,3.74,1.23,3.72
49,2.0,0.34,1.48,0.24,1.31,3.75,1.25,3.73
50,1.99,0.33,1.48,0.25,1.27,3.76,1.22,3.77
51,1.98,0.33,1.48,0.24,1.31,3.75,1.25,3.74
52,1.97,0.33,1.47,0.24,1.29,3.75,1.23,3.74
53,1.96,0.33,1.46,0.24,1.28,3.76,1.21,3.74
54,1.96,0.33,1.46,0.24,1.31,3.76,1.25,3.73
