epoch,loss1,loss12,val_loss1,val_loss12,errCntAvg1,errCntAvg12,uniqIdx1,uniqIdx12,norm1,norm12
10,567.62,0.2,566.37,0.2,3.31,1.48,46,1,3.3145312499999999,1.48265625
20,566.48,0.18,566.34,0.18,3.27,3.87,42,4,3.2742187500000002,3.8660937500000001
30,566.38,0.18,566.33,0.18,3.39,4.05,46,7,3.3898437499999998,4.0514062500000003
40,566.36,0.18,566.33,0.18,3.34,4.05,45,6,3.3360937499999999,4.0482812499999996
