epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.72,0.71,4.5,0.7,2.0,3.74,1.97,3.75
2,4.55,0.7,4.17,0.68,1.86,3.66,1.85,3.7
3,4.3,0.69,3.57,0.65,1.78,3.68,1.71,3.72
4,3.77,0.67,2.52,0.57,1.55,3.95,1.49,4.11
5,3.31,0.64,2.44,0.48,1.57,4.12,1.5,4.12
6,3.14,0.58,2.56,0.44,1.6,3.94,1.66,3.96
7,2.99,0.53,2.46,0.42,1.41,3.65,1.42,3.67
8,2.92,0.51,2.27,0.39,1.39,3.69,1.37,3.74
9,2.84,0.49,2.09,0.38,1.37,3.94,1.35,3.94
10,2.74,0.47,1.93,0.36,1.45,3.99,1.57,4.03
11,2.65,0.46,1.84,0.34,1.76,3.99,1.91,4.03
12,2.6,0.45,1.81,0.33,1.73,3.95,1.9,4.09
13,2.55,0.45,1.77,0.32,1.5,3.99,1.57,4.11
14,2.52,0.44,1.75,0.31,1.55,3.99,1.57,4.12
15,2.5,0.43,2.39,0.34,2.1,4.02,1.56,4.14
16,2.75,0.45,1.96,0.31,1.46,3.82,1.52,3.94
17,3.6,0.51,2.09,0.33,1.45,3.72,1.51,3.78
18,3.29,0.5,1.85,0.34,1.43,3.75,1.53,3.68
19,2.71,0.46,2.0,0.38,1.41,3.71,1.54,3.57
20,2.6,0.46,2.21,0.4,1.43,3.7,1.55,3.47
21,2.64,0.46,2.28,0.4,1.45,3.74,1.56,3.53
22,2.63,0.45,2.23,0.39,1.42,3.78,1.46,3.64
23,2.6,0.44,2.14,0.37,1.39,3.76,1.41,3.68
24,2.56,0.44,2.03,0.35,1.39,3.78,1.4,3.71
25,2.52,0.43,1.94,0.33,1.39,3.79,1.39,3.7
26,2.49,0.43,1.86,0.32,1.38,3.81,1.41,3.72
27,2.47,0.42,1.81,0.31,1.39,3.8,1.43,3.67
28,2.45,0.42,1.77,0.3,1.4,3.78,1.46,3.64
29,2.44,0.42,1.75,0.3,1.4,3.77,1.43,3.64
30,2.42,0.41,1.74,0.3,1.39,3.8,1.4,3.66
31,2.42,0.41,1.73,0.3,1.38,3.79,1.39,3.67
32,2.41,0.41,1.72,0.3,1.38,3.79,1.4,3.7
33,2.4,0.41,1.72,0.3,1.38,3.8,1.41,3.75
34,2.39,0.41,1.71,0.3,1.38,3.8,1.41,3.76
35,2.38,0.41,1.71,0.3,1.39,3.81,1.42,3.77
36,2.38,0.41,1.71,0.29,1.39,3.81,1.44,3.79
37,2.37,0.41,1.7,0.29,1.39,3.81,1.43,3.78
38,2.36,0.4,1.7,0.29,1.38,3.81,1.43,3.78
39,2.36,0.4,1.69,0.29,1.38,3.81,1.44,3.78
40,2.35,0.4,1.69,0.29,1.39,3.81,1.44,3.78
41,2.34,0.4,1.69,0.29,1.39,3.81,1.46,3.77
42,2.34,0.4,1.68,0.29,1.38,3.81,1.44,3.76
43,2.34,0.4,1.68,0.29,1.38,3.81,1.43,3.77
44,2.33,0.4,1.67,0.29,1.38,3.8,1.43,3.77
45,2.32,0.4,1.67,0.29,1.38,3.8,1.42,3.78
46,2.32,0.4,1.67,0.28,1.38,3.8,1.43,3.78
47,2.32,0.4,1.66,0.28,1.38,3.8,1.43,3.78
48,2.31,0.4,1.66,0.28,1.38,3.8,1.43,3.78
49,2.31,0.39,1.66,0.28,1.38,3.8,1.42,3.78
50,2.3,0.39,1.65,0.28,1.38,3.79,1.43,3.79
51,2.3,0.39,1.65,0.28,1.38,3.78,1.44,3.78
52,2.29,0.39,1.65,0.28,1.39,3.79,1.45,3.79
53,2.29,0.39,1.65,0.28,1.38,3.78,1.43,3.79
54,2.28,0.39,1.64,0.28,1.38,3.78,1.43,3.8
55,2.28,0.39,1.64,0.28,1.38,3.77,1.42,3.78
56,2.28,0.39,1.63,0.28,1.38,3.78,1.43,3.77
57,2.27,0.39,1.63,0.28,1.38,3.78,1.43,3.77
58,2.27,0.39,1.63,0.28,1.38,3.79,1.43,3.77
59,2.27,0.39,1.63,0.28,1.38,3.79,1.43,3.78
60,2.26,0.39,1.62,0.28,1.38,3.79,1.44,3.78
61,2.26,0.39,1.62,0.28,1.37,3.78,1.43,3.78
62,2.25,0.38,1.62,0.28,1.37,3.78,1.43,3.79
63,2.25,0.38,1.61,0.28,1.38,3.78,1.44,3.79
64,2.25,0.38,1.61,0.28,1.38,3.78,1.44,3.77
65,2.24,0.38,1.61,0.28,1.38,3.78,1.44,3.75
66,2.24,0.38,1.61,0.28,1.38,3.78,1.44,3.77
67,2.23,0.38,1.6,0.28,1.37,3.78,1.44,3.77
68,2.23,0.38,1.6,0.27,1.37,3.79,1.43,3.76
69,2.23,0.38,1.6,0.27,1.37,3.79,1.43,3.76
70,2.23,0.38,1.6,0.27,1.37,3.79,1.43,3.78
71,2.22,0.38,1.6,0.27,1.38,3.79,1.43,3.76
72,2.22,0.38,1.59,0.27,1.38,3.79,1.44,3.76
73,2.22,0.38,1.59,0.27,1.37,3.79,1.43,3.74
74,2.21,0.38,1.58,0.27,1.37,3.79,1.42,3.76
75,2.21,0.38,1.58,0.27,1.38,3.8,1.43,3.76
76,2.21,0.38,1.58,0.27,1.39,3.81,1.45,3.77
77,2.21,0.38,1.58,0.27,1.38,3.81,1.44,3.79
78,2.2,0.38,1.58,0.27,1.37,3.82,1.43,3.77
79,2.2,0.37,1.58,0.27,1.37,3.82,1.43,3.78
80,2.2,0.37,1.57,0.27,1.36,3.81,1.43,3.78
81,2.19,0.37,1.57,0.27,1.37,3.82,1.43,3.79
82,2.19,0.37,1.57,0.27,1.37,3.82,1.43,3.79
83,2.19,0.37,1.57,0.27,1.37,3.83,1.43,3.79
84,2.19,0.37,1.57,0.27,1.37,3.83,1.43,3.79
85,2.18,0.37,1.57,0.27,1.36,3.83,1.42,3.79
86,2.18,0.37,1.56,0.27,1.36,3.84,1.43,3.81
87,2.18,0.37,1.56,0.27,1.35,3.84,1.43,3.83
88,2.18,0.37,1.56,0.27,1.35,3.84,1.43,3.81
89,2.17,0.37,1.56,0.27,1.34,3.84,1.42,3.82
90,2.17,0.37,1.55,0.27,1.34,3.85,1.4,3.82
91,2.17,0.37,1.56,0.27,1.35,3.85,1.43,3.83
92,2.16,0.37,1.55,0.27,1.35,3.86,1.42,3.84
93,2.16,0.37,1.56,0.27,1.34,3.88,1.4,3.84
94,2.16,0.37,1.55,0.27,1.34,3.86,1.39,3.84
95,2.16,0.37,1.55,0.27,1.35,3.86,1.42,3.85
96,2.16,0.37,1.55,0.27,1.34,3.87,1.4,3.84
97,2.16,0.37,1.55,0.27,1.33,3.87,1.37,3.83
98,2.15,0.37,1.54,0.26,1.32,3.87,1.37,3.86
99,2.15,0.37,1.54,0.27,1.34,3.88,1.4,3.85
