epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.76,0.68,4.62,0.64,3.6,3.59,3.54,3.59
2,4.64,0.64,4.41,0.58,1.88,3.56,1.79,3.55
3,4.48,0.59,4.03,0.49,1.65,3.44,1.62,3.39
4,4.09,0.51,3.25,0.37,3.21,3.35,3.24,3.35
5,3.58,0.49,2.83,0.35,3.17,3.82,3.16,3.83
6,3.31,0.48,2.65,0.36,1.58,3.6,1.58,3.59
7,3.14,0.47,2.54,0.38,1.35,3.53,1.34,3.53
8,3.04,0.46,2.36,0.37,1.37,3.84,1.38,3.77
9,2.97,0.45,2.24,0.35,1.41,3.98,1.42,4.01
10,2.9,0.44,2.22,0.34,1.35,3.85,1.31,3.88
11,2.82,0.43,2.11,0.33,1.33,3.79,1.31,3.8
12,2.72,0.43,1.93,0.32,1.37,3.68,1.37,3.72
13,2.62,0.42,1.82,0.3,1.38,3.62,1.38,3.67
14,2.56,0.42,1.8,0.29,1.46,3.65,1.46,3.65
15,2.52,0.41,1.77,0.29,1.48,3.69,1.45,3.69
16,2.5,0.4,1.74,0.28,1.46,3.65,1.39,3.64
17,2.48,0.4,1.75,0.28,1.42,3.65,1.35,3.62
18,2.54,0.41,1.72,0.28,1.4,3.6,1.34,3.56
19,2.48,0.4,1.73,0.28,1.41,3.59,1.32,3.6
20,2.44,0.39,1.72,0.27,1.44,3.64,1.36,3.6
21,2.44,0.39,1.72,0.27,1.44,3.64,1.37,3.61
22,2.42,0.39,1.76,0.28,1.45,3.68,1.38,3.67
23,2.42,0.39,1.74,0.27,1.46,3.73,1.39,3.71
24,2.4,0.39,1.71,0.27,1.47,3.74,1.39,3.72
25,2.39,0.38,1.71,0.27,1.44,3.72,1.39,3.7
26,2.38,0.38,1.71,0.27,1.45,3.72,1.37,3.7
27,2.37,0.38,1.7,0.27,1.46,3.73,1.38,3.72
28,2.36,0.38,1.7,0.27,1.42,3.7,1.34,3.67
29,2.35,0.38,1.69,0.26,1.42,3.74,1.37,3.71
30,2.34,0.38,1.68,0.26,1.44,3.74,1.4,3.71
31,2.34,0.37,1.68,0.26,1.45,3.75,1.39,3.74
32,2.34,0.37,1.67,0.26,1.45,3.76,1.4,3.73
33,2.33,0.37,1.68,0.26,1.45,3.78,1.4,3.75
34,2.41,0.38,1.72,0.26,1.4,3.84,1.38,3.84
35,2.53,0.4,1.68,0.26,1.39,3.8,1.35,3.78
36,2.36,0.38,1.75,0.28,1.41,3.76,1.36,3.73
37,2.38,0.38,1.81,0.29,1.46,3.8,1.41,3.78
38,2.36,0.38,1.7,0.28,1.45,3.83,1.44,3.8
39,2.32,0.37,1.66,0.27,1.45,3.84,1.43,3.81
40,2.32,0.37,1.66,0.26,1.45,3.85,1.41,3.82
41,2.31,0.37,1.66,0.26,1.44,3.82,1.41,3.8
42,2.3,0.37,1.65,0.26,1.44,3.83,1.41,3.8
43,2.29,0.37,1.65,0.26,1.42,3.82,1.38,3.79
44,2.29,0.37,1.65,0.26,1.43,3.84,1.4,3.81
45,2.28,0.36,1.64,0.26,1.43,3.84,1.39,3.81
46,2.27,0.36,1.64,0.26,1.44,3.86,1.4,3.83
47,2.26,0.36,1.63,0.25,1.45,3.88,1.41,3.86
48,2.26,0.36,1.63,0.25,1.44,3.88,1.4,3.86
49,2.25,0.36,1.62,0.25,1.43,3.87,1.37,3.86
50,2.25,0.36,1.62,0.25,1.42,3.85,1.35,3.86
51,2.24,0.36,1.62,0.25,1.42,3.87,1.36,3.86
52,2.24,0.36,1.61,0.25,1.44,3.87,1.38,3.88
53,2.23,0.36,1.61,0.25,1.43,3.86,1.35,3.86
