epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.78,0.7,4.63,0.66,3.63,3.78,3.6,3.75
2,4.63,0.66,4.36,0.61,1.7,3.75,1.57,3.73
3,4.44,0.62,3.93,0.53,1.55,3.71,1.51,3.68
4,4.07,0.55,3.02,0.4,1.49,3.68,1.46,3.67
5,3.49,0.5,2.55,0.35,1.49,3.68,1.47,3.7
6,3.27,0.49,2.58,0.37,1.52,3.92,1.48,3.89
7,3.11,0.48,2.61,0.38,2.67,4.04,2.7,4.06
8,3.0,0.46,2.47,0.36,1.36,3.71,1.36,3.7
9,2.92,0.45,2.25,0.34,1.36,3.71,1.36,3.67
10,2.85,0.45,2.16,0.33,1.36,3.77,1.34,3.72
11,2.78,0.44,2.03,0.32,1.4,3.85,1.38,3.82
12,2.68,0.43,1.87,0.3,1.46,3.92,1.45,3.89
13,2.59,0.42,1.83,0.3,1.48,4.05,1.48,4.07
14,2.54,0.42,1.78,0.28,1.41,4.13,1.38,4.14
15,2.51,0.41,1.78,0.28,1.47,4.07,1.48,4.09
16,2.49,0.41,1.75,0.27,1.49,3.99,1.52,4.01
17,2.46,0.4,1.74,0.27,1.43,3.98,1.39,4.01
18,2.45,0.4,1.73,0.27,1.39,3.93,1.36,3.93
19,2.43,0.4,1.72,0.27,1.39,3.85,1.35,3.85
20,2.44,0.4,1.74,0.27,1.37,3.9,1.34,3.88
21,2.47,0.4,1.72,0.27,1.4,3.9,1.37,3.89
22,2.42,0.39,1.71,0.27,1.41,3.92,1.37,3.93
23,2.4,0.39,1.7,0.27,1.41,3.86,1.39,3.85
24,2.39,0.39,1.71,0.27,1.41,3.8,1.38,3.77
25,2.38,0.39,1.69,0.27,1.4,3.83,1.36,3.83
26,2.37,0.39,1.69,0.27,1.41,3.81,1.36,3.8
27,2.36,0.38,1.69,0.27,1.41,3.78,1.39,3.76
28,2.35,0.38,1.67,0.27,1.4,3.81,1.35,3.79
29,2.34,0.38,1.67,0.26,1.4,3.8,1.34,3.8
30,2.33,0.38,1.68,0.26,1.39,3.78,1.36,3.75
31,2.32,0.38,1.68,0.26,1.41,3.79,1.35,3.8
32,2.32,0.37,1.67,0.26,1.4,3.8,1.34,3.79
33,2.31,0.37,1.67,0.26,1.4,3.78,1.37,3.78
34,2.31,0.37,1.67,0.26,1.41,3.8,1.37,3.81
35,2.3,0.37,1.67,0.26,1.4,3.8,1.36,3.79
36,2.3,0.37,1.66,0.26,1.4,3.79,1.36,3.79
37,2.29,0.37,1.66,0.26,1.4,3.83,1.34,3.82
38,2.29,0.37,1.66,0.26,1.41,3.82,1.34,3.84
39,2.28,0.37,1.64,0.26,1.43,3.83,1.39,3.83
40,2.28,0.37,1.65,0.26,1.4,3.8,1.33,3.81
41,2.27,0.37,1.64,0.26,1.4,3.84,1.36,3.83
42,2.27,0.37,1.64,0.26,1.42,3.81,1.39,3.82
43,2.26,0.37,1.63,0.26,1.42,3.84,1.37,3.83
44,2.34,0.37,1.63,0.25,1.41,3.85,1.35,3.83
45,2.29,0.37,1.64,0.25,1.4,3.84,1.36,3.84
46,2.27,0.37,1.63,0.26,1.44,3.9,1.39,3.9
47,2.26,0.37,1.65,0.26,1.4,3.83,1.34,3.83
48,2.25,0.36,1.61,0.26,1.38,3.77,1.32,3.76
49,2.24,0.36,1.61,0.25,1.42,3.83,1.39,3.83
50,2.24,0.36,1.62,0.26,1.45,3.85,1.4,3.84
51,2.23,0.36,1.63,0.26,1.43,3.83,1.37,3.81
52,2.24,0.36,1.62,0.26,1.4,3.8,1.35,3.8
53,2.23,0.36,1.62,0.25,1.4,3.82,1.37,3.81
54,2.23,0.36,1.62,0.26,1.42,3.85,1.37,3.82
55,2.22,0.36,1.61,0.26,1.37,3.8,1.35,3.79
56,2.21,0.36,1.6,0.25,1.39,3.82,1.36,3.81
57,2.21,0.36,1.6,0.25,1.41,3.83,1.4,3.82
58,2.21,0.36,1.6,0.25,1.4,3.81,1.38,3.8
59,2.2,0.36,1.58,0.25,1.39,3.79,1.37,3.79
60,2.19,0.36,1.59,0.25,1.38,3.79,1.36,3.77
61,2.19,0.36,1.58,0.25,1.38,3.78,1.34,3.77
