epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.69,0.64,3.03,0.35,2.83,3.5,2.82,3.5
2,3.55,0.44,4.02,0.37,3.09,3.74,3.09,3.73
3,3.07,0.42,2.31,0.34,1.42,3.75,1.39,3.73
4,2.75,0.42,2.15,0.38,1.41,3.93,1.41,3.94
5,2.65,0.41,2.36,0.35,1.52,3.93,1.53,3.94
6,2.53,0.4,1.82,0.3,1.42,3.98,1.35,3.98
7,2.44,0.39,1.77,0.28,1.42,3.95,1.31,3.94
8,2.39,0.38,1.82,0.27,1.43,3.89,1.35,3.91
9,2.34,0.37,1.78,0.27,1.46,3.84,1.41,3.84
10,2.31,0.37,1.75,0.28,1.39,3.78,1.36,3.77
11,2.27,0.36,1.72,0.26,1.42,3.8,1.38,3.81
12,2.25,0.36,1.7,0.27,1.44,3.91,1.37,3.91
13,2.23,0.35,1.73,0.28,1.36,3.9,1.33,3.92
14,2.24,0.36,1.65,0.26,1.41,3.92,1.39,3.92
15,2.22,0.36,1.72,0.28,1.35,3.79,1.26,3.78
16,2.19,0.35,1.6,0.26,1.36,3.88,1.31,3.89
17,2.17,0.35,1.57,0.25,1.29,3.79,1.23,3.79
18,2.15,0.35,1.58,0.26,1.31,3.78,1.24,3.76
19,2.12,0.35,1.56,0.25,1.38,3.82,1.35,3.83
20,2.11,0.35,1.53,0.24,1.28,3.74,1.23,3.74
21,2.1,0.34,1.55,0.25,1.37,3.79,1.32,3.79
22,2.08,0.34,1.56,0.25,1.34,3.78,1.26,3.76
23,2.07,0.34,1.53,0.24,1.31,3.78,1.24,3.75
24,2.05,0.34,1.51,0.24,1.31,3.78,1.26,3.76
25,2.03,0.34,1.49,0.24,1.3,3.75,1.23,3.75
26,2.02,0.34,1.51,0.24,1.28,3.75,1.21,3.72
27,2.01,0.33,1.5,0.24,1.26,3.72,1.2,3.7
28,2.0,0.33,1.5,0.24,1.27,3.73,1.22,3.72
29,1.99,0.33,1.5,0.25,1.29,3.74,1.22,3.7
30,1.98,0.33,1.47,0.24,1.27,3.7,1.19,3.68
31,1.97,0.33,1.5,0.24,1.3,3.71,1.24,3.7
32,1.96,0.33,1.47,0.24,1.29,3.75,1.19,3.75
33,1.95,0.33,1.47,0.24,1.31,3.8,1.24,3.76
34,1.94,0.33,1.47,0.24,1.28,3.74,1.19,3.71
35,1.93,0.33,1.48,0.24,1.35,3.74,1.26,3.71
36,1.91,0.33,1.47,0.24,1.31,3.73,1.24,3.7
37,1.91,0.33,1.47,0.24,1.28,3.74,1.2,3.73
38,1.9,0.33,1.46,0.24,1.29,3.73,1.2,3.71
39,1.88,0.32,1.49,0.24,1.35,3.75,1.27,3.75
40,1.87,0.32,1.48,0.24,1.28,3.75,1.21,3.75
41,1.87,0.32,1.47,0.24,1.31,3.73,1.23,3.73
42,1.86,0.32,1.46,0.24,1.3,3.75,1.22,3.75
43,1.84,0.32,1.48,0.24,1.3,3.75,1.23,3.75
44,1.83,0.32,1.49,0.24,1.3,3.76,1.23,3.75
45,1.82,0.32,1.49,0.24,1.31,3.75,1.25,3.73
46,1.8,0.32,1.48,0.24,1.27,3.75,1.22,3.74
47,1.79,0.31,1.48,0.24,1.32,3.76,1.25,3.76
48,1.79,0.32,1.53,0.24,1.32,3.76,1.25,3.76
49,1.78,0.31,1.51,0.24,1.29,3.76,1.22,3.76
50,1.75,0.31,1.5,0.24,1.3,3.76,1.24,3.76
51,1.75,0.31,1.51,0.24,1.29,3.74,1.22,3.74
52,1.73,0.31,1.5,0.24,1.3,3.75,1.25,3.74
53,1.71,0.31,1.5,0.24,1.27,3.76,1.23,3.76
54,1.71,0.31,1.53,0.25,1.3,3.76,1.24,3.74
55,1.69,0.31,1.51,0.24,1.29,3.74,1.2,3.74
56,1.67,0.3,1.54,0.24,1.34,3.73,1.28,3.72
57,1.66,0.3,1.51,0.24,1.32,3.75,1.25,3.72
58,1.65,0.3,1.53,0.25,1.3,3.77,1.27,3.77
59,1.62,0.3,1.56,0.25,1.35,3.76,1.29,3.77
