epoch,loss1,loss12,val_loss1,val_loss12,errCntAvg1,errCntAvg12,uniqIdx1,uniqIdx12,norm1,norm12
10,566.71,0.5,566.36,0.53,3.37,3.52,45,2,3.3718750000000002,3.51859375
20,566.53,0.27,566.34,0.29,1.7,1.48,46,1,1.7028125000000001,1.48265625
30,566.37,0.19,566.33,0.18,3.48,1.48,43,1,3.4821875000000002,1.48265625
40,566.34,0.19,566.33,0.18,3.26,1.48,45,1,3.2570312499999998,1.48265625
50,566.34,0.19,566.33,0.18,3.44,1.48,44,1,3.4435937499999998,1.48265625
