epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.72,0.71,4.45,0.68,1.97,3.82,1.85,3.73
2,4.54,0.68,4.08,0.64,1.62,3.82,1.52,3.77
3,4.26,0.65,3.35,0.57,1.47,3.71,1.47,3.71
4,3.74,0.61,2.46,0.49,1.48,3.75,1.48,3.78
5,3.39,0.6,2.41,0.44,1.48,3.76,1.48,3.79
6,3.18,0.56,2.61,0.41,1.44,3.7,1.6,3.66
7,3.07,0.52,2.74,0.39,3.15,3.41,3.26,3.29
8,3.02,0.49,2.65,0.39,3.28,3.67,3.59,3.68
9,2.96,0.48,2.48,0.39,1.49,3.79,1.87,3.84
10,2.9,0.47,2.31,0.38,1.39,3.83,1.48,4.01
11,2.86,0.47,2.23,0.37,1.4,3.84,1.46,3.98
12,2.81,0.46,2.2,0.36,1.43,3.8,1.48,3.93
13,2.77,0.45,2.15,0.36,1.42,3.71,1.52,3.9
14,2.71,0.45,2.03,0.35,1.42,3.57,1.56,3.53
15,2.65,0.45,1.93,0.34,1.43,3.53,1.52,3.58
16,2.57,0.44,1.81,0.33,1.42,3.55,1.5,3.6
17,2.52,0.44,1.77,0.32,1.44,3.66,1.49,3.64
18,2.49,0.43,1.74,0.31,1.48,3.89,1.53,4.06
19,2.46,0.43,1.73,0.3,1.46,3.84,1.51,4.0
20,2.44,0.42,1.71,0.29,1.44,3.76,1.42,3.74
21,2.42,0.41,1.7,0.29,1.43,3.69,1.41,3.63
22,2.4,0.41,1.71,0.29,1.42,3.68,1.41,3.55
23,2.38,0.41,1.69,0.28,1.46,3.72,1.47,3.66
24,2.37,0.4,1.69,0.28,1.45,3.76,1.44,3.75
25,2.36,0.4,1.69,0.28,1.41,3.77,1.35,3.77
26,2.35,0.4,1.68,0.28,1.43,3.76,1.4,3.75
27,2.34,0.4,1.69,0.27,1.4,3.76,1.36,3.76
28,2.35,0.4,1.7,0.28,1.42,3.72,1.41,3.7
29,2.45,0.41,1.79,0.29,1.37,3.79,1.41,3.91
30,3.09,0.48,1.79,0.3,1.32,3.86,1.38,4.02
31,2.65,0.44,1.79,0.3,1.31,3.9,1.34,4.0
32,2.42,0.41,1.96,0.32,1.39,3.81,1.36,3.9
33,2.45,0.41,2.06,0.33,1.48,3.8,1.49,3.76
34,2.46,0.41,2.04,0.33,1.51,3.79,1.58,3.75
35,2.44,0.41,1.95,0.32,1.45,3.78,1.48,3.74
36,2.4,0.4,1.85,0.31,1.39,3.74,1.4,3.75
37,2.36,0.4,1.76,0.3,1.38,3.78,1.37,3.83
38,2.34,0.4,1.71,0.29,1.37,3.81,1.37,3.86
39,2.32,0.4,1.68,0.29,1.35,3.82,1.37,3.89
40,2.31,0.4,1.67,0.29,1.36,3.83,1.38,3.91
41,2.31,0.39,1.66,0.28,1.37,3.83,1.41,3.93
42,2.3,0.39,1.65,0.28,1.4,3.84,1.44,3.93
43,2.29,0.39,1.65,0.28,1.4,3.84,1.45,3.94
44,2.28,0.39,1.65,0.28,1.38,3.85,1.41,3.92
45,2.28,0.39,1.64,0.28,1.37,3.85,1.41,3.92
46,2.27,0.39,1.64,0.28,1.39,3.84,1.44,3.92
47,2.27,0.39,1.63,0.28,1.37,3.84,1.4,3.92
48,2.26,0.38,1.63,0.27,1.36,3.85,1.4,3.93
49,2.26,0.38,1.63,0.27,1.38,3.84,1.43,3.94
50,2.25,0.38,1.63,0.27,1.38,3.84,1.41,3.92
51,2.25,0.38,1.62,0.27,1.38,3.84,1.41,3.92
52,2.24,0.38,1.62,0.27,1.38,3.85,1.41,3.93
53,2.24,0.38,1.61,0.27,1.39,3.83,1.41,3.93
