epoch,train1,train12,val1,val12,err1,err12,err1Avg,err12Avg
1,4.73,0.71,4.5,0.71,3.3,3.8,3.09,3.75
2,4.56,0.71,4.14,0.71,1.48,3.73,1.62,3.69
3,4.32,0.72,3.45,0.73,1.45,3.63,1.5,3.66
4,3.88,0.76,2.46,0.79,1.48,3.86,1.48,3.98
5,3.51,0.85,2.37,0.8,1.44,3.88,1.46,3.9
6,3.16,0.86,2.68,0.79,3.0,3.69,3.15,3.65
7,3.07,0.87,2.62,0.8,2.61,3.73,2.94,3.71
8,2.97,0.89,2.33,0.81,1.37,4.0,1.42,4.07
9,2.9,0.9,2.2,0.81,1.47,3.96,1.63,4.0
10,2.83,0.87,2.14,0.79,1.4,3.87,1.54,3.84
11,2.77,0.85,2.06,0.79,1.33,3.82,1.38,3.68
12,2.7,0.85,1.95,0.8,1.35,3.8,1.37,3.63
13,2.64,0.86,1.87,0.8,1.36,3.67,1.36,3.6
14,2.58,0.85,1.78,0.8,1.34,3.6,1.37,3.59
15,2.53,0.85,1.74,0.81,1.39,3.57,1.51,3.53
16,2.5,0.85,1.74,0.8,1.42,3.57,1.53,3.53
17,2.47,0.85,1.71,0.8,1.4,3.56,1.45,3.54
18,2.45,0.84,1.7,0.79,1.37,3.56,1.36,3.53
19,2.43,0.84,1.69,0.79,1.37,3.56,1.37,3.55
20,2.41,0.84,1.7,0.79,1.38,3.51,1.44,3.55
21,2.42,0.84,1.74,0.81,1.35,3.49,1.36,3.54
22,2.44,0.85,1.69,0.8,1.35,3.48,1.37,3.54
23,2.39,0.84,1.72,0.79,1.35,3.42,1.38,3.49
24,2.38,0.84,1.68,0.8,1.34,3.45,1.39,3.47
25,2.37,0.85,1.68,0.8,1.33,3.45,1.37,3.45
26,2.36,0.84,1.67,0.8,1.36,3.44,1.43,3.43
27,2.34,0.84,1.68,0.79,1.34,3.45,1.37,3.41
28,2.34,0.84,1.66,0.8,1.34,3.47,1.38,3.41
29,2.32,0.84,1.65,0.8,1.35,3.47,1.4,3.45
30,2.32,0.84,1.65,0.8,1.32,3.48,1.37,3.41
31,2.31,0.84,1.65,0.8,1.34,3.48,1.38,3.45
32,2.3,0.84,1.64,0.8,1.35,3.49,1.39,3.47
33,2.29,0.84,1.63,0.8,1.32,3.5,1.36,3.47
34,2.29,0.84,1.63,0.8,1.35,3.51,1.39,3.53
35,2.28,0.84,1.63,0.8,1.34,3.53,1.38,3.57
36,2.28,0.84,1.62,0.81,1.32,3.54,1.37,3.58
37,2.27,0.85,1.62,0.8,1.35,3.54,1.4,3.59
38,2.26,0.84,1.61,0.8,1.32,3.54,1.35,3.59
39,2.25,0.84,1.61,0.81,1.34,3.56,1.38,3.64
40,2.25,0.85,1.6,0.8,1.33,3.56,1.37,3.62
41,2.24,0.84,1.61,0.8,1.33,3.57,1.37,3.63
42,2.23,0.84,1.6,0.81,1.35,3.58,1.38,3.66
43,2.23,0.85,1.58,0.8,1.33,3.57,1.37,3.64
44,2.22,0.84,1.61,0.8,1.37,3.56,1.41,3.65
45,2.22,0.84,1.57,0.8,1.32,3.56,1.35,3.66
46,2.22,0.84,1.59,0.81,1.34,3.56,1.36,3.66
47,2.21,0.85,1.58,0.8,1.37,3.58,1.42,3.65
48,2.2,0.84,1.59,0.8,1.32,3.56,1.35,3.62
49,2.2,0.84,1.57,0.8,1.37,3.56,1.41,3.66
50,2.19,0.84,1.58,0.8,1.33,3.57,1.36,3.59
51,2.19,0.84,1.56,0.8,1.35,3.57,1.38,3.63
52,2.18,0.84,1.57,0.8,1.32,3.55,1.36,3.56
53,2.18,0.84,1.56,0.8,1.36,3.56,1.4,3.62
54,2.17,0.84,1.56,0.8,1.32,3.56,1.36,3.53
55,2.17,0.85,1.56,0.8,1.37,3.58,1.41,3.6
56,2.16,0.84,1.56,0.81,1.34,3.56,1.37,3.54
57,2.16,0.85,1.55,0.8,1.35,3.57,1.4,3.56
58,2.16,0.85,1.55,0.8,1.34,3.56,1.37,3.54
59,2.15,0.84,1.56,0.8,1.36,3.57,1.39,3.54
60,2.15,0.85,1.54,0.8,1.34,3.56,1.4,3.52
61,2.15,0.84,1.54,0.8,1.34,3.57,1.37,3.52
62,2.14,0.85,1.59,0.78,1.35,3.58,1.39,3.55
63,2.31,0.86,1.66,0.85,1.4,3.6,1.42,3.54
64,2.38,0.87,1.62,0.85,1.44,3.53,1.57,3.45
65,2.26,0.87,1.75,0.83,1.36,3.55,1.38,3.5
66,2.21,0.86,1.58,0.83,1.32,3.58,1.35,3.57
67,2.19,0.85,1.57,0.84,1.34,3.52,1.39,3.44
68,2.19,0.86,1.56,0.84,1.39,3.52,1.47,3.47
69,2.18,0.85,1.55,0.83,1.37,3.52,1.42,3.5
70,2.16,0.85,1.56,0.83,1.33,3.52,1.37,3.47
71,2.16,0.85,1.55,0.83,1.33,3.52,1.38,3.48
72,2.15,0.85,1.54,0.83,1.35,3.5,1.39,3.45
73,2.14,0.85,1.55,0.83,1.35,3.49,1.38,3.42
74,2.14,0.85,1.53,0.83,1.36,3.52,1.41,3.46
75,2.13,0.85,1.53,0.83,1.35,3.52,1.39,3.44
76,2.13,0.85,1.52,0.83,1.34,3.53,1.38,3.48
77,2.12,0.85,1.53,0.83,1.35,3.55,1.39,3.52
78,2.12,0.86,1.52,0.83,1.34,3.53,1.39,3.51
79,2.11,0.86,1.53,0.83,1.34,3.53,1.39,3.51
80,2.11,0.86,1.52,0.83,1.35,3.55,1.39,3.51
81,2.11,0.86,1.52,0.83,1.35,3.55,1.39,3.5
82,2.11,0.86,1.52,0.83,1.33,3.55,1.39,3.53
83,2.1,0.85,1.53,0.83,1.36,3.55,1.4,3.52
84,2.1,0.86,1.52,0.83,1.33,3.56,1.38,3.52
85,2.1,0.85,1.53,0.83,1.35,3.58,1.39,3.53
86,2.1,0.86,1.52,0.83,1.32,3.56,1.38,3.51
87,2.09,0.85,1.53,0.83,1.35,3.58,1.41,3.53
88,2.09,0.86,1.52,0.83,1.33,3.58,1.38,3.54
89,2.09,0.85,1.53,0.83,1.36,3.57,1.4,3.56
90,2.09,0.85,1.52,0.83,1.32,3.58,1.39,3.55
91,2.08,0.85,1.52,0.84,1.34,3.58,1.39,3.57
92,2.08,0.86,1.52,0.83,1.34,3.58,1.39,3.55
93,2.08,0.85,1.52,0.83,1.34,3.58,1.39,3.56
94,2.08,0.85,1.52,0.83,1.34,3.59,1.39,3.56
95,2.07,0.86,1.51,0.83,1.33,3.59,1.39,3.59
96,2.07,0.85,1.53,0.83,1.34,3.59,1.4,3.55
97,2.07,0.86,1.52,0.83,1.34,3.59,1.4,3.59
98,2.07,0.85,1.53,0.84,1.34,3.59,1.39,3.57
99,2.07,0.86,1.51,0.83,1.33,3.6,1.4,3.58
100,2.07,0.85,1.53,0.83,1.33,3.6,1.4,3.56
101,2.06,0.85,1.52,0.83,1.33,3.6,1.39,3.61
102,2.06,0.85,1.52,0.83,1.32,3.59,1.39,3.59
103,2.06,0.85,1.52,0.83,1.32,3.59,1.39,3.59
104,2.06,0.85,1.53,0.83,1.32,3.6,1.39,3.58
105,2.06,0.85,1.52,0.83,1.32,3.6,1.39,3.61
106,2.05,0.85,1.52,0.83,1.32,3.6,1.4,3.6
107,2.05,0.85,1.52,0.83,1.33,3.59,1.4,3.58
108,2.05,0.85,1.51,0.83,1.32,3.61,1.4,3.62
109,2.05,0.85,1.51,0.83,1.31,3.58,1.39,3.6
110,2.05,0.85,1.52,0.83,1.33,3.6,1.41,3.58
111,2.05,0.85,1.52,0.83,1.32,3.59,1.39,3.61
112,2.04,0.85,1.51,0.83,1.32,3.6,1.4,3.62
113,2.04,0.85,1.51,0.83,1.3,3.6,1.39,3.59
114,2.04,0.85,1.52,0.83,1.32,3.59,1.39,3.61
115,2.04,0.85,1.52,0.83,1.33,3.6,1.41,3.61
116,2.04,0.85,1.51,0.83,1.3,3.61,1.4,3.6
117,2.04,0.85,1.52,0.83,1.31,3.61,1.4,3.62
118,2.03,0.85,1.52,0.82,1.32,3.6,1.41,3.63
119,2.03,0.85,1.52,0.83,1.31,3.61,1.4,3.62
120,2.03,0.85,1.51,0.83,1.3,3.61,1.41,3.61
121,2.03,0.85,1.51,0.82,1.3,3.61,1.4,3.62
122,2.03,0.85,1.52,0.82,1.31,3.62,1.4,3.62
123,2.02,0.85,1.51,0.82,1.31,3.62,1.4,3.62
124,2.02,0.85,1.53,0.82,1.31,3.62,1.41,3.62
125,2.02,0.85,1.51,0.83,1.3,3.63,1.4,3.61
126,2.02,0.85,1.51,0.82,1.29,3.62,1.41,3.6
127,2.02,0.85,1.53,0.82,1.33,3.62,1.43,3.61
128,2.02,0.85,1.51,0.82,1.3,3.63,1.4,3.63
129,2.02,0.85,1.52,0.82,1.3,3.63,1.41,3.6
130,2.02,0.85,1.52,0.82,1.3,3.63,1.41,3.64
131,2.01,0.85,1.51,0.82,1.29,3.63,1.41,3.61
132,2.01,0.85,1.52,0.82,1.32,3.65,1.44,3.65
133,2.01,0.85,1.52,0.82,1.27,3.63,1.4,3.57
134,2.01,0.85,1.53,0.82,1.32,3.62,1.44,3.61
135,2.01,0.85,1.5,0.82,1.28,3.64,1.41,3.63
136,2.01,0.85,1.51,0.83,1.29,3.65,1.4,3.63
137,2.0,0.85,1.52,0.82,1.29,3.64,1.42,3.61
138,2.0,0.85,1.52,0.82,1.3,3.65,1.41,3.62
139,2.0,0.85,1.51,0.82,1.3,3.67,1.41,3.66
140,2.0,0.84,1.52,0.82,1.28,3.65,1.42,3.6
141,2.0,0.84,1.52,0.82,1.28,3.64,1.41,3.61
142,1.99,0.85,1.5,0.82,1.29,3.66,1.43,3.64
143,2.0,0.85,1.53,0.82,1.29,3.64,1.43,3.62
144,2.0,0.84,1.51,0.82,1.28,3.65,1.4,3.6
145,1.99,0.85,1.51,0.82,1.29,3.67,1.42,3.66
146,1.99,0.84,1.52,0.82,1.29,3.65,1.41,3.63
147,1.99,0.84,1.5,0.82,1.27,3.67,1.41,3.62
148,1.99,0.85,1.52,0.82,1.29,3.67,1.41,3.63
149,1.99,0.84,1.51,0.82,1.28,3.65,1.43,3.63
150,1.98,0.84,1.51,0.82,1.28,3.65,1.42,3.64
151,1.98,0.85,1.51,0.81,1.28,3.67,1.41,3.65
152,1.98,0.84,1.51,0.82,1.28,3.66,1.42,3.65
153,1.98,0.84,1.52,0.82,1.29,3.64,1.43,3.62
154,1.98,0.85,1.51,0.82,1.28,3.65,1.42,3.63
155,1.97,0.84,1.51,0.82,1.28,3.66,1.43,3.63
156,1.97,0.84,1.51,0.82,1.27,3.67,1.42,3.65
157,1.97,0.85,1.5,0.82,1.27,3.66,1.43,3.64
158,1.97,0.84,1.52,0.82,1.29,3.64,1.43,3.6
159,1.97,0.84,1.52,0.82,1.29,3.64,1.42,3.56
160,1.98,0.85,1.5,0.82,1.28,3.67,1.43,3.64
161,1.98,0.84,1.51,0.82,1.28,3.65,1.41,3.62
162,1.97,0.84,1.52,0.81,1.28,3.66,1.42,3.58
163,1.97,0.85,1.5,0.81,1.28,3.67,1.42,3.65
164,1.97,0.84,1.52,0.82,1.28,3.65,1.39,3.57
165,1.97,0.85,1.51,0.82,1.3,3.67,1.43,3.61
166,1.96,0.84,1.5,0.81,1.28,3.67,1.4,3.68
167,1.96,0.84,1.52,0.81,1.3,3.66,1.42,3.6
168,1.96,0.84,1.51,0.81,1.28,3.67,1.4,3.65
169,1.95,0.84,1.51,0.82,1.29,3.67,1.41,3.65
170,1.95,0.85,1.51,0.82,1.28,3.67,1.41,3.63
171,1.95,0.84,1.52,0.82,1.28,3.65,1.43,3.58
172,1.95,0.84,1.51,0.81,1.29,3.67,1.44,3.64
173,1.95,0.84,1.5,0.81,1.28,3.66,1.42,3.68
174,1.95,0.84,1.51,0.82,1.28,3.67,1.42,3.65
175,1.94,0.84,1.51,0.82,1.28,3.67,1.42,3.66
176,1.94,0.84,1.51,0.82,1.27,3.66,1.41,3.65
177,1.94,0.84,1.52,0.82,1.28,3.67,1.42,3.59
178,1.94,0.85,1.52,0.81,1.27,3.67,1.41,3.63
179,1.93,0.84,1.51,0.81,1.28,3.68,1.43,3.65
180,1.93,0.84,1.53,0.81,1.29,3.67,1.44,3.62
181,1.93,0.84,1.52,0.81,1.28,3.68,1.42,3.63
182,1.93,0.84,1.51,0.81,1.27,3.68,1.4,3.66
183,1.93,0.85,1.53,0.81,1.29,3.69,1.42,3.64
184,1.94,0.84,1.51,0.81,1.28,3.69,1.41,3.65
185,1.93,0.84,1.52,0.81,1.28,3.68,1.4,3.66
186,1.93,0.84,1.53,0.81,1.28,3.67,1.41,3.64
187,1.92,0.84,1.51,0.82,1.27,3.66,1.4,3.65
188,1.92,0.84,1.53,0.81,1.28,3.68,1.41,3.62
189,1.92,0.84,1.52,0.81,1.29,3.69,1.41,3.66
190,1.92,0.84,1.51,0.81,1.28,3.69,1.4,3.66
191,1.91,0.84,1.52,0.81,1.28,3.68,1.41,3.65
192,1.91,0.84,1.53,0.81,1.29,3.67,1.41,3.6
193,1.91,0.85,1.52,0.82,1.28,3.67,1.41,3.62
194,1.91,0.85,1.53,0.81,1.29,3.68,1.42,3.61
195,1.91,0.84,1.52,0.81,1.28,3.69,1.41,3.65
196,1.91,0.84,1.53,0.81,1.29,3.68,1.41,3.63
197,1.91,0.84,1.53,0.81,1.28,3.67,1.4,3.64
198,1.9,0.85,1.53,0.82,1.28,3.69,1.39,3.67
199,1.9,0.84,1.52,0.81,1.28,3.69,1.4,3.64
200,1.9,0.85,1.52,0.81,1.28,3.69,1.4,3.67
