10137,68,4571,113,10492,2346,714,11353,268,3835,871,2249
6610,81,1621,5838,17,2144,22,5756,626,199,2158,51
195,2,400,9,791,6,136,671,9,370,0,978
468,33,171,37,469,107,48,487,105,155,350,23
1000,29,456,906,5,414,6,921,183,79,1142,6
