5958,35,2932,60,6023,1444,339,6634,112,2270,455,1325
3874,44,937,3483,3,1293,13,3192,401,98,1400,14
136,0,247,2,427,6,68,440,8,219,0,620
327,29,147,33,307,79,10,293,91,110,193,10
449,8,266,536,4,263,2,446,118,30,613,4
