25,0.2,0.19,2.87,7,2.8700000000000001
50,0.17,0.18,2.57,39,2.5748437499999999
75,0.16,0.17,2.64,46,2.6444531250000001
100,0.16,0.16,2.87,53,2.8694531250000002
