1,0.54,0.26,3.0,2,2.9967187499999999
11,0.22,0.2,3.03,3,3.02640625
21,0.2,0.18,3.13,11,3.1312500000000001
31,0.19,0.17,2.74,12,2.7357812500000001
41,0.18,0.16,2.74,17,2.73875
51,0.18,0.17,2.73,16,2.7324999999999999
61,0.17,0.17,2.64,28,2.63765625
71,0.17,0.16,2.51,45,2.5104687499999998
81,0.17,0.17,2.76,26,2.7578125
91,0.17,0.15,2.47,49,2.4701562500000001
101,0.16,0.17,2.53,51,2.5345312500000001
