1,0.6,0.35,3.16,6,3.1648437500000002
11,0.23,0.22,2.96,1,2.9576562499999999
21,0.21,0.19,2.88,9,2.881875
31,0.19,0.18,2.89,11,2.8879687500000002
41,0.18,0.18,2.83,11,2.8346874999999998
51,0.18,0.17,2.77,18,2.7698437500000002
61,0.18,0.17,2.76,16,2.76265625
71,0.18,0.17,2.8,24,2.8035937500000001
81,0.17,0.16,2.8,24,2.7993749999999999
91,0.17,0.17,2.78,20,2.7795312499999998
101,0.17,0.17,2.82,28,2.8178125000000001
